Plate	well_id	sample	year	season	habitat	population	phenotyped	exp_depth	fastq_prefix
1X_P3	D11	16FP1X_000015	2016	Fall	Pond	Pond_1	FALSE	1	1X-P3-D11
1X_P3	D12	18SBaX_000059	2018	Spring	Basin	Basin	FALSE	1	1X-P3-D12
1X_P3	E01	18FBaX_O1O2O6	2018	Fall	Basin	Basin	FALSE	1	1X-P3-E1
1X_P3	E02	18SP3X_000014	2018	Spring	Pond	Pond_3	FALSE	1	1X-P3-E2
1X_P3	E03	16SP3X_000042	2016	Spring	Pond	Pond_3	FALSE	1	1X-P3-E3
1X_P3	E04	18SBaX_000019	2018	Spring	Basin	Basin	FALSE	1	1X-P3-E4
1X_P3	E05	16SP2X_000032	2016	Spring	Pond	Pond_2	FALSE	1	1X-P3-E5
1X_P3	E06	18SBaX_O1G4X0	2018	Spring	Basin	Basin	FALSE	1	1X-P3-E6
1X_P3	E07	16SP1X_000036	2016	Spring	Pond	Pond_1	FALSE	1	1X-P3-E7
1X_P3	E08	18SP4X_000018	2018	Spring	Pond	Pond_4	FALSE	1	1X-P3-E8
1X_P3	E09	16SP1X_000001	2016	Spring	Pond	Pond_1	FALSE	1	1X-P3-E9
1X_P3	E10	16FP2X_000040	2016	Fall	Pond	Pond_2	FALSE	1	1X-P3-E10
1X_P3	E11	18SP1X_G2O4X0	2018	Spring	Pond	Pond_1	FALSE	1	1X-P3-E11
1X_P3	E12	16SP1X_000020	2016	Spring	Pond	Pond_1	FALSE	1	1X-P3-E12
1X_P3	F01	16SBaX_000019	2016	Spring	Basin	Basin	FALSE	1	1X-P3-F1
1X_P3	F02	16FP1X_000043	2016	Fall	Pond	Pond_1	FALSE	1	1X-P3-F2
1X_P3	F03	16FP3X_000031	2016	Fall	Pond	Pond_3	FALSE	1	1X-P3-F3
1X_P3	F04	16FBaX_000036	2016	Fall	Basin	Basin	FALSE	1	1X-P3-F4
1X_P3	F05	18SP1X_000019	2018	Spring	Pond	Pond_1	FALSE	1	1X-P3-F5
1X_P3	F06	16FP3X_000041	2016	Fall	Pond	Pond_3	FALSE	1	1X-P3-F6
1X_P3	F07	18SP3X_R1G2X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P3-F7
1X_P3	F08	18FBaX_G1G2R3	2018	Fall	Basin	Basin	FALSE	1	1X-P3-F8
1X_P3	F09	18SBaX_P4O5X0	2018	Spring	Basin	Basin	FALSE	1	1X-P3-F9
1X_P3	F10	18SP3X_000031	2018	Spring	Pond	Pond_3	FALSE	1	1X-P3-F10
1X_P3	F11	16FBaX_000038	2016	Fall	Basin	Basin	FALSE	1	1X-P3-F11
1X_P3	F12	16SP3X_000039	2016	Spring	Pond	Pond_3	FALSE	1	1X-P3-F12
1X_P3	G01	18SP1X_000002	2018	Spring	Pond	Pond_1	FALSE	1	1X-P3-G1
1X_P3	G02	18SBaX_G1P4X0	2018	Spring	Basin	Basin	FALSE	1	1X-P3-G2
1X_P3	G03	16SBaX_000037	2016	Spring	Basin	Basin	FALSE	1	1X-P3-G3
1X_P3	G04	18SP3X_G3R6X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P3-G4
1X_P3	G05	16SBaX_000016	2016	Spring	Basin	Basin	FALSE	1	1X-P3-G5
1X_P3	G06	18SBaX_G2R3X0	2018	Spring	Basin	Basin	FALSE	1	1X-P3-G6
1X_P3	G07	16FBaX_000019	2016	Fall	Basin	Basin	FALSE	1	1X-P3-G7
1X_P3	G08	16SP2X_000027	2016	Spring	Pond	Pond_2	FALSE	1	1X-P3-G8
1X_P3	G09	16FP3X_000013	2016	Fall	Pond	Pond_3	FALSE	1	1X-P3-G9
1X_P3	G10	18SP4X_000027	2018	Spring	Pond	Pond_4	FALSE	1	1X-P3-G10
1X_P3	G11	16FP2X_000020	2016	Fall	Pond	Pond_2	FALSE	1	1X-P3-G11
1X_P3	G12	18SBaX_000087	2018	Spring	Basin	Basin	FALSE	1	1X-P3-G12
1X_P3	H01	18SP4X_000006	2018	Spring	Pond	Pond_4	FALSE	1	1X-P3-H1
1X_P3	H02	16SP1X_000017	2016	Spring	Pond	Pond_1	FALSE	1	1X-P3-H2
1X_P3	H03	18FBaX_O1O4P6	2018	Fall	Basin	Basin	FALSE	1	1X-P3-H3
1X_P3	H04	16FP2X_000041	2016	Fall	Pond	Pond_2	FALSE	1	1X-P3-H4
1X_P3	H05	18FBaX_R4G5R6	2018	Fall	Basin	Basin	FALSE	1	1X-P3-H5
1X_P3	H06	16FP1X_000036	2016	Fall	Pond	Pond_1	FALSE	1	1X-P3-H6
1X_P3	H07	16SP3X_000035	2016	Spring	Pond	Pond_3	FALSE	1	1X-P3-H7
1X_P3	H08	18SBaX_000069	2018	Spring	Basin	Basin	FALSE	1	1X-P3-H8
1X_P3	H09	16SBaX_000022	2016	Spring	Basin	Basin	FALSE	1	1X-P3-H9
1X_P3	H10	16SP2X_000037	2016	Spring	Pond	Pond_2	FALSE	1	1X-P3-H10
1X_P3	H11	18SBaX_000051	2018	Spring	Basin	Basin	FALSE	1	1X-P3-H11
1X_P3	H12	16SBaX_000045	2016	Spring	Basin	Basin	FALSE	1	1X-P3-H12
1X_P4	A01	18SBaX_000084	2018	Spring	Basin	Basin	FALSE	1	1X-P4-A1
1X_P4	A02	16FP2X_000031	2016	Fall	Pond	Pond_2	FALSE	1	1X-P4-A2
1X_P4	A03	16SBaX_000033	2016	Spring	Basin	Basin	FALSE	1	1X-P4-A3
1X_P4	A04	18SBaX_000067	2018	Spring	Basin	Basin	FALSE	1	1X-P4-A4
1X_P4	A05	16SP1X_000042	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-A5
1X_P4	A06	18FP4X_G2G3O6	2018	Fall	Pond	Pond_4	FALSE	1	1X-P4-A6
1X_P4	A07	16FBaX_000022	2016	Fall	Basin	Basin	FALSE	1	1X-P4-A7
1X_P4	A08	18SBaX_R1P7X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-A8
1X_P4	A09	16SBaX_000031	2016	Spring	Basin	Basin	FALSE	1	1X-P4-A9
1X_P4	A10	18SP3X_000034	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-A10
1X_P4	A11	16FBaX_000006	2016	Fall	Basin	Basin	FALSE	1	1X-P4-A11
1X_P4	A12	18SBaX_G2R6X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-A12
1X_P4	B01	16SP1X_000021	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-B1
1X_P4	B02	18SP3X_R1R4X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-B2
1X_P4	B03	16SP3X_000011	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-B3
1X_P4	B04	18FBaX_G2O3G4	2018	Fall	Basin	Basin	FALSE	1	1X-P4-B4
1X_P4	B05	16FP1X_000012	2016	Fall	Pond	Pond_1	FALSE	1	1X-P4-B5
1X_P4	B06	18SP1X_000033	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-B6
1X_P4	B07	16SP1X_000027	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-B7
1X_P4	B08	16SP3X_000047	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-B8
1X_P4	B09	18SP4X_000004	2018	Spring	Pond	Pond_4	FALSE	1	1X-P4-B9
1X_P4	B10	16FP2X_000029	2016	Fall	Pond	Pond_2	FALSE	1	1X-P4-B10
1X_P4	B11	18FBaX_R2G4G6	2018	Fall	Basin	Basin	FALSE	1	1X-P4-B11
1X_P4	B12	16SP1X_000009	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-B12
1X_P4	C01	18SBaX_000022	2018	Spring	Basin	Basin	FALSE	1	1X-P4-C1
1X_P4	C02	16FP3X_000024	2016	Fall	Pond	Pond_3	FALSE	1	1X-P4-C2
1X_P4	C03	18SP1X_000014	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-C3
1X_P4	C04	16SP2X_000024	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-C4
1X_P4	C05	18SBaX_R2P5X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-C5
1X_P4	C06	16SBaX_000023	2016	Spring	Basin	Basin	FALSE	1	1X-P4-C6
1X_P4	C07	18SP1X_000038	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-C7
1X_P4	C08	18SP3X_000001	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-C8
1X_P4	C09	16SP1X_000014	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-C9
1X_P4	C10	18SBaX_000021	2018	Spring	Basin	Basin	FALSE	1	1X-P4-C10
1X_P4	C11	16FP1X_000017	2016	Fall	Pond	Pond_1	FALSE	1	1X-P4-C11
1X_P4	C12	18SP1X_000047	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-C12
1X_P4	D01	16FP1X_000002	2016	Fall	Pond	Pond_1	FALSE	1	1X-P4-D1
1X_P4	D02	16SBaX_000018	2016	Spring	Basin	Basin	FALSE	1	1X-P4-D2
1X_P4	D03	16FP3X_000040	2016	Fall	Pond	Pond_3	FALSE	1	1X-P4-D3
1X_P4	D04	18SP3X_000030	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-D4
1X_P4	D05	16FP3X_000032	2016	Fall	Pond	Pond_3	FALSE	1	1X-P4-D5
1X_P4	D06	18SBaX_000034	2018	Spring	Basin	Basin	FALSE	1	1X-P4-D6
1X_P4	D07	16FP1X_000040	2016	Fall	Pond	Pond_1	FALSE	1	1X-P4-D7
1X_P4	D08	16FP3X_000026	2016	Fall	Pond	Pond_3	FALSE	1	1X-P4-D8
1X_P4	D09	18SP4X_000014	2018	Spring	Pond	Pond_4	FALSE	1	1X-P4-D9
1X_P4	D10	16SP3X_000030	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-D10
1X_P4	D11	18SBaX_P3O5X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-D11
1X_P4	D12	16SP2X_000023	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-D12
1X_P4	E01	18SP4X_000007	2018	Spring	Pond	Pond_4	FALSE	1	1X-P4-E1
1X_P4	E02	18SBaX_000048	2018	Spring	Basin	Basin	FALSE	1	1X-P4-E2
1X_P4	E03	18FBaX_P2P4G5	2018	Fall	Basin	Basin	FALSE	1	1X-P4-E3
1X_P4	E04	16FP1X_000006	2016	Fall	Pond	Pond_1	FALSE	1	1X-P4-E4
1X_P4	E05	18FP3X_O3P4O6	2018	Fall	Pond	Pond_3	FALSE	1	1X-P4-E5
1X_P4	E06	16SP2X_000012	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-E6
1X_P4	E07	18SBaX_000063	2018	Spring	Basin	Basin	FALSE	1	1X-P4-E7
1X_P4	E08	16SBaX_000046	2016	Spring	Basin	Basin	FALSE	1	1X-P4-E8
1X_P4	E09	18SBaX_R2O4X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-E9
1X_P4	E10	16SBaX_000039	2016	Spring	Basin	Basin	FALSE	1	1X-P4-E10
1X_P4	E11	16SP2X_000030	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-E11
1X_P4	E12	18SP4X_000035	2018	Spring	Pond	Pond_4	FALSE	1	1X-P4-E12
1X_P4	F01	18SP3X_000016	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-F1
1X_P4	F02	16SP2X_000042	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-F2
1X_P4	F03	16FP2X_000010	2016	Fall	Pond	Pond_2	FALSE	1	1X-P4-F3
1X_P4	F04	18SP1X_O2O3X0	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-F4
1X_P4	F05	18SBaX_O4O5X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-F5
1X_P4	F06	16FP3X_000004	2016	Fall	Pond	Pond_3	FALSE	1	1X-P4-F6
1X_P4	F07	16FBaX_000017	2016	Fall	Basin	Basin	FALSE	1	1X-P4-F7
1X_P4	F08	18FP1X_O1R3O5	2018	Fall	Pond	Pond_1	FALSE	1	1X-P4-F8
1X_P4	F09	16FP2X_000011	2016	Fall	Pond	Pond_2	FALSE	1	1X-P4-F9
1X_P4	F10	18SP1X_P1R5X0	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-F10
1X_P4	F11	18SP3X_000035	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-F11
1X_P4	F12	16FBaX_000030	2016	Fall	Basin	Basin	FALSE	1	1X-P4-F12
1X_P4	G01	16SP3X_000006	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-G1
1X_P4	G02	16FBaX_000031	2016	Fall	Basin	Basin	FALSE	1	1X-P4-G2
1X_P4	G03	18FP1X_O1P2G6	2018	Fall	Pond	Pond_1	FALSE	1	1X-P4-G3
1X_P4	G04	16SP2X_000052	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-G4
1X_P4	G05	16FBaX_000020	2016	Fall	Basin	Basin	FALSE	1	1X-P4-G5
1X_P4	G06	18FBaX_R2P3R5	2018	Fall	Basin	Basin	FALSE	1	1X-P4-G6
1X_P4	G07	18SP1X_000036	2018	Spring	Pond	Pond_1	FALSE	1	1X-P4-G7
1X_P4	G08	16SP2X_000016	2016	Spring	Pond	Pond_2	FALSE	1	1X-P4-G8
1X_P4	G09	18SBaX_G3O6X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-G9
1X_P4	G10	16SP3X_000018	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-G10
1X_P4	G11	16SP1X_000045	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-G11
1X_P4	G12	18SBaX_R1O4X0	2018	Spring	Basin	Basin	FALSE	1	1X-P4-G12
1X_P4	H01	18SBaX_000045	2018	Spring	Basin	Basin	FALSE	1	1X-P4-H1
1X_P4	H02	16FP3X_000030	2016	Fall	Pond	Pond_3	FALSE	1	1X-P4-H2
1X_P4	H03	16FP2X_000043	2016	Fall	Pond	Pond_2	FALSE	1	1X-P4-H3
1X_P4	H04	18SP4X_000021	2018	Spring	Pond	Pond_4	FALSE	1	1X-P4-H4
1X_P4	H05	16SP3X_000008	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-H5
1X_P4	H06	18SP3X_P1P2X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P4-H6
1X_P4	H07	16SP3X_000014	2016	Spring	Pond	Pond_3	FALSE	1	1X-P4-H7
1X_P4	H08	16SBaX_000010	2016	Spring	Basin	Basin	FALSE	1	1X-P4-H8
1X_P4	H09	16SP1X_000038	2016	Spring	Pond	Pond_1	FALSE	1	1X-P4-H9
1X_P4	H10	18FBaX_P3G5P6	2018	Fall	Basin	Basin	FALSE	1	1X-P4-H10
1X_P4	H11	16FP2X_000034	2016	Fall	Pond	Pond_2	FALSE	1	1X-P4-H11
1X_P4	H12	16FP1X_000035	2016	Fall	Pond	Pond_1	FALSE	1	1X-P4-H12
1X_P5	A01	16FP2X_000001	2016	Fall	Pond	Pond_2	FALSE	1	1X-P5-A1
1X_P5	A02	18SP4X_000011	2018	Spring	Pond	Pond_4	FALSE	1	1X-P5-A2
1X_P5	A03	16FBaX_000002	2016	Fall	Basin	Basin	FALSE	1	1X-P5-A3
1X_P5	A04	16SP3X_000041	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-A4
1X_P5	A05	18SBaX_P1P7X0	2018	Spring	Basin	Basin	FALSE	1	1X-P5-A5
1X_P5	A06	16SBaX_000003	2016	Spring	Basin	Basin	FALSE	1	1X-P5-A6
1X_P5	A07	16SP3X_000027	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-A7
1X_P5	A08	18SBaX_000090	2018	Spring	Basin	Basin	FALSE	1	1X-P5-A8
1X_P5	A09	16SP2X_000038	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-A9
1X_P5	A10	16FP3X_000037	2016	Fall	Pond	Pond_3	FALSE	1	1X-P5-A10
1X_P5	A11	18FBaX_R2P3O6	2018	Fall	Basin	Basin	FALSE	1	1X-P5-A11
1X_P5	A12	16SP3X_000046	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-A12
1X_P5	B01	18SP3X_000018	2018	Spring	Pond	Pond_3	FALSE	1	1X-P5-B1
1X_P5	B02	16FP3X_000010	2016	Fall	Pond	Pond_3	FALSE	1	1X-P5-B2
1X_P5	B03	16SP1X_000037	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-B3
1X_P5	B04	18FBaX_P1P2G3	2018	Fall	Basin	Basin	FALSE	1	1X-P5-B4
1X_P5	B05	18SBaX_G1O2X0	2018	Spring	Basin	Basin	FALSE	1	1X-P5-B5
1X_P5	B06	16FP1X_000032	2016	Fall	Pond	Pond_1	FALSE	1	1X-P5-B6
1X_P5	B07	18SP3X_O2G3X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P5-B7
1X_P5	B08	16SP2X_000040	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-B8
1X_P5	B09	16FBaX_000039	2016	Fall	Basin	Basin	FALSE	1	1X-P5-B9
1X_P5	B10	18FP1X_O2G3G5	2018	Fall	Pond	Pond_1	FALSE	1	1X-P5-B10
1X_P5	B11	16FP1X_000005	2016	Fall	Pond	Pond_1	FALSE	1	1X-P5-B11
1X_P5	B12	18FBaX_R3O5P6	2018	Fall	Basin	Basin	FALSE	1	1X-P5-B12
1X_P5	C01	16FP1X_000011	2016	Fall	Pond	Pond_1	FALSE	1	1X-P5-C1
1X_P5	C02	18SP1X_O4R6X0	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-C2
1X_P5	C03	16SBaX_000043	2016	Spring	Basin	Basin	FALSE	1	1X-P5-C3
1X_P5	C04	16SBaX_000029	2016	Spring	Basin	Basin	FALSE	1	1X-P5-C4
1X_P5	C05	16FP3X_000042	2016	Fall	Pond	Pond_3	FALSE	1	1X-P5-C5
1X_P5	C06	18SBaX_000066	2018	Spring	Basin	Basin	FALSE	1	1X-P5-C6
1X_P5	C07	16SP2X_000010	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-C7
1X_P5	C08	18SP1X_000005	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-C8
1X_P5	C09	16FP2X_000025	2016	Fall	Pond	Pond_2	FALSE	1	1X-P5-C9
1X_P5	C10	16SP1X_000023	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-C10
1X_P5	C11	18SBaX_P2O4X0	2018	Spring	Basin	Basin	FALSE	1	1X-P5-C11
1X_P5	C12	16SP2X_000053	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-C12
1X_P5	D01	16FP2X_000007	2016	Fall	Pond	Pond_2	FALSE	1	1X-P5-D1
1X_P5	D02	18SBaX_000018	2018	Spring	Basin	Basin	FALSE	1	1X-P5-D2
1X_P5	D03	16SP2X_000013	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-D3
1X_P5	D04	18SP3X_G2O5X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P5-D4
1X_P5	D05	16FBaX_000032	2016	Fall	Basin	Basin	FALSE	1	1X-P5-D5
1X_P5	D06	18SBaX_000086	2018	Spring	Basin	Basin	FALSE	1	1X-P5-D6
1X_P5	D07	18SP1X_000013	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-D7
1X_P5	D08	16SP3X_000034	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-D8
1X_P5	D09	16SBaX_000024	2016	Spring	Basin	Basin	FALSE	1	1X-P5-D9
1X_P5	D10	18SP1X_000048	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-D10
1X_P5	D11	16FP3X_000009	2016	Fall	Pond	Pond_3	FALSE	1	1X-P5-D11
1X_P5	D12	18SBaX_000012	2018	Spring	Basin	Basin	FALSE	1	1X-P5-D12
1X_P5	E01	18SP4X_000024	2018	Spring	Pond	Pond_4	FALSE	1	1X-P5-E1
1X_P5	E02	16FBaX_000010	2016	Fall	Basin	Basin	FALSE	1	1X-P5-E2
1X_P5	E03	18FP3X_O1O3G6	2018	Fall	Pond	Pond_3	FALSE	1	1X-P5-E3
1X_P5	E04	16SP3X_000013	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-E4
1X_P5	E05	18SBaX_G2P4X0	2018	Spring	Basin	Basin	FALSE	1	1X-P5-E5
1X_P5	E06	16FP2X_000022	2016	Fall	Pond	Pond_2	FALSE	1	1X-P5-E6
1X_P5	E07	16SP1X_000033	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-E7
1X_P5	E08	18SP3X_000005	2018	Spring	Pond	Pond_3	FALSE	1	1X-P5-E8
1X_P5	E09	18SBaX_O3R6X0	2018	Spring	Basin	Basin	FALSE	1	1X-P5-E9
1X_P5	E10	16SP2X_000017	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-E10
1X_P5	E11	18SP3X_R1G3X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P5-E11
1X_P5	E12	16SBaX_000027	2016	Spring	Basin	Basin	FALSE	1	1X-P5-E12
1X_P5	F01	16FP3X_000012	2016	Fall	Pond	Pond_3	FALSE	1	1X-P5-F1
1X_P5	F02	18SP1X_000001	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-F2
1X_P5	F03	16SBaX_000047	2016	Spring	Basin	Basin	FALSE	1	1X-P5-F3
1X_P5	F04	18SP4X_000008	2018	Spring	Pond	Pond_4	FALSE	1	1X-P5-F4
1X_P5	F05	16FP1X_000020	2016	Fall	Pond	Pond_1	FALSE	1	1X-P5-F5
1X_P5	F06	18SP3X_O3R5X0	2018	Spring	Pond	Pond_3	FALSE	1	1X-P5-F6
1X_P5	F07	16SP1X_000006	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-F7
1X_P5	F08	16FBaX_000026	2016	Fall	Basin	Basin	FALSE	1	1X-P5-F8
1X_P5	F09	16SP2X_000034	2016	Spring	Pond	Pond_2	FALSE	1	1X-P5-F9
1X_P5	F10	18SP4X_000015	2018	Spring	Pond	Pond_4	FALSE	1	1X-P5-F10
1X_P5	F11	16SP1X_000046	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-F11
1X_P5	F12	16FP2X_000038	2016	Fall	Pond	Pond_2	FALSE	1	1X-P5-F12
1X_P5	G01	18SBaX_000047	2018	Spring	Basin	Basin	FALSE	1	1X-P5-G1
1X_P5	G02	18SBaX_000011	2018	Spring	Basin	Basin	FALSE	1	1X-P5-G2
1X_P5	G03	16SP3X_000009	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-G3
1X_P5	G04	18SBaX_000016	2018	Spring	Basin	Basin	FALSE	1	1X-P5-G4
1X_P5	G05	18FP4X_R1P2O3	2018	Fall	Pond	Pond_4	FALSE	1	1X-P5-G5
1X_P5	G06	16FP3X_000020	2016	Fall	Pond	Pond_3	FALSE	1	1X-P5-G6
1X_P5	G07	18SBaX_000011	2018	Spring	Basin	Basin	FALSE	1	1X-P5-G7
1X_P5	G08	16FBaX_000014	2016	Fall	Basin	Basin	FALSE	1	1X-P5-G8
1X_P5	G09	18SP1X_000027	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-G9
1X_P5	G10	16SP3X_000003	2016	Spring	Pond	Pond_3	FALSE	1	1X-P5-G10
1X_P5	G11	18SP4X_000032	2018	Spring	Pond	Pond_4	FALSE	1	1X-P5-G11
1X_P5	G12	18SP1X_R1O5X0	2018	Spring	Pond	Pond_1	FALSE	1	1X-P5-G12
1X_P5	H01	16SP1X_000052	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-H1
1X_P5	H02	18FP1X_P2P5G6	2018	Fall	Pond	Pond_1	FALSE	1	1X-P5-H2
1X_P5	H03	18SBaX_000049	2018	Spring	Basin	Basin	FALSE	1	1X-P5-H3
1X_P5	H04	16FP1X_000008	2016	Fall	Pond	Pond_1	FALSE	1	1X-P5-H4
1X_P5	H05	16SBaX_000017	2016	Spring	Basin	Basin	FALSE	1	1X-P5-H5
1X_P5	H06	16SP1X_000029	2016	Spring	Pond	Pond_1	FALSE	1	1X-P5-H6
1X_P5	H07	18FBaX_O1P3P6	2018	Fall	Basin	Basin	FALSE	1	1X-P5-H7
1X_P5	H08	16FP2X_000019	2016	Fall	Pond	Pond_2	FALSE	1	1X-P5-H8
1X_P5	H09	18SBaX_000061	2018	Spring	Basin	Basin	FALSE	1	1X-P5-H9
